taskID,trialIndex,trialStart,trialEnd,RT,choice,correct,direction,coherence,randSeedBase,fixationOn,fixationStart,targetOn,dotsOn,finalCPTime,dotsOff,choiceTime,blankScreen,feedbackOn,reversal,duration,finalDuration
1,1,122279.231407948,122284.574679577,0.937009932415094,0,1,180,55,1,0.280437085966696,1.4533322645002,2.17872953745245,2.37854979551048,NaN,2.6283251180721,3.56533505048719,122284.558348929,NaN,0,0.3,
1,2,122285.592623274,122291.156012814,1.11699799200869,0,1,180,55,1,0.0978361581946956,1.52414455897815,2.0460836741986,2.76210626555257,NaN,3.09514002897777,4.21213802098646,122291.135765756,NaN,0,0.3,
1,3,122292.171516786,122296.468391691,0.858652845243341,0,1,180,55,1,0.0630906824080739,0.721239080492523,1.22870885436714,1.77821456400852,NaN,2.094596639261,2.95324948450434,122296.447654283,NaN,0,0.3,
1,4,122297.480598301,122301.526510248,0.885283972442267,0,1,180,55,1,0.0491189787571784,0.748134873487288,1.26469221523439,1.51446753781056,NaN,1.83084961304849,2.71613358549075,122301.509767487,NaN,0,0.3,
1,5,122302.537064574,122306.508126447,0.891317516478011,0,1,180,55,1,0.0545573677518405,0.715703474503243,1.23682722789817,1.45329917411436,NaN,1.73637787302141,2.62769538949942,122306.48862225,NaN,0,0.3,
