direction,coherence,reversal,duration,finalDuration
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
180,55,0,.4,NaN
